artist,album,price,format,qty,orderdate,store.id
The Rolling Stones,Sticky Fingers,7.98,cass,7,2019-05-10,X008
Journey,Escape,8.98,lp,4,2019-05-10,X008
Aerosmith,Toys in the Attic,7.98,lp,2,2019-08-02,X036
Eagles,Hotel California,8.98,cass,3,2019-08-02,X036
Rush,Moving Pictures,8.98,cass,4,2019-08-02,X036
Fleetwood Mac,Rumours,8.98,cass,4,2019-08-02,X036
The Beatles,Abbey Road,7.98,lp,8,2019-08-02,X036
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-08-02,X036
Van Halen,1984,9.98,lp,3,2019-08-02,X036
The Who,Who's Next,7.98,cass,8,2019-09-21,X006
Aerosmith,Toys in the Attic,7.98,cass,1,2019-09-21,X006
Pink Floyd,The Wall,14.98,cass,2,2019-09-21,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,6,2019-09-21,X006
Pink Floyd,The Wall,14.98,cass,2,2019-09-21,X006
Rush,Moving Pictures,8.98,cass,3,2019-09-21,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-09-21,X006
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-09-21,X006
Pink Floyd,The Wall,14.98,cass,7,2019-09-21,X006
Led Zeppelin,IV (untitled),7.98,cass,6,2019-06-19,X024
Led Zeppelin,IV (untitled),7.98,lp,5,2019-06-19,X024
AC/DC,Back in Black,8.98,cass,5,2019-06-19,X024
Eagles,Hotel California,8.98,lp,3,2019-06-19,X024
Led Zeppelin,IV (untitled),7.98,lp,2,2019-06-19,X024
Heart,Dreamboat Annie,7.98,cass,7,2019-06-05,X029
Boston,Boston,8.98,cass,3,2019-06-05,X029
Pink Floyd,The Wall,14.98,lp,4,2019-06-05,X029
Heart,Dreamboat Annie,7.98,cass,4,2019-06-05,X029
Van Halen,1984,9.98,cass,5,2019-06-05,X029
ZZ Top,Eliminator,9.98,cass,3,2019-05-25,X019
ZZ Top,Eliminator,9.98,cass,3,2019-05-25,X019
Boston,Boston,8.98,cass,1,2019-05-25,X019
The Doors,The Doors,7.98,lp,4,2019-05-25,X019
Led Zeppelin,IV (untitled),7.98,cass,8,2019-05-25,X019
The Who,Who's Next,7.98,cass,0,2019-01-17,X041
Pink Floyd,The Wall,14.98,cass,3,2019-01-17,X041
Queen,Night at the Opera,7.98,lp,5,2019-01-17,X041
Van Halen,1984,9.98,cass,9,2019-01-17,X041
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-09-16,X004
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-09-16,X004
U2,War,9.98,cass,10,2019-09-06,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,7,2019-09-06,X006
The Beatles,Abbey Road,7.98,cass,4,2019-09-06,X006
Boston,Boston,8.98,lp,2,2019-02-04,X019
Eagles,Hotel California,8.98,lp,4,2019-02-04,X019
Rush,Moving Pictures,8.98,cass,1,2019-02-04,X019
Boston,Boston,8.98,cass,3,2019-07-02,X022
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-07-02,X022
Def Leppard,Hysteria,9.98,cass,2,2019-07-02,X022
Bad Company,Bad Company,7.98,cass,3,2019-07-02,X022
The Cars,The Cars,8.98,lp,2,2019-07-02,X022
Led Zeppelin,IV (untitled),7.98,cass,2,2019-07-02,X022
Van Halen,1984,9.98,lp,3,2019-07-25,X006
Fleetwood Mac,Rumours,8.98,cass,4,2019-10-25,X022
Def Leppard,Hysteria,9.98,cass,5,2019-10-25,X022
Rush,Moving Pictures,8.98,cass,4,2019-10-25,X022
Aerosmith,Toys in the Attic,7.98,cass,3,2019-05-30,X017
Led Zeppelin,IV (untitled),7.98,cass,6,2019-05-30,X017
Eagles,Hotel California,8.98,cass,5,2019-05-30,X017
AC/DC,Back in Black,8.98,lp,6,2019-05-30,X017
Heart,Dreamboat Annie,7.98,cass,3,2019-05-30,X028
Heart,Dreamboat Annie,7.98,lp,3,2019-05-30,X028
Van Halen,1984,9.98,cass,4,2019-05-30,X028
Boston,Boston,8.98,lp,6,2019-08-18,X041
The Who,Who's Next,7.98,lp,4,2019-08-18,X041
Queen,Night at the Opera,7.98,lp,2,2019-08-18,X041
Foreigner,4,8.98,cass,6,2019-10-18,X001
Van Halen,1984,9.98,lp,3,2019-10-18,X001
Led Zeppelin,IV (untitled),7.98,cass,6,2019-10-18,X001
Queen,Night at the Opera,7.98,cass,1,2019-10-18,X001
Bad Company,Bad Company,7.98,lp,4,2019-10-18,X001
Boston,Boston,8.98,lp,5,2019-04-30,X043
Bad Company,Bad Company,7.98,cass,7,2019-04-30,X043
Led Zeppelin,IV (untitled),7.98,lp,5,2019-04-30,X043
Def Leppard,Hysteria,9.98,cass,3,2019-04-30,X043
Boston,Boston,8.98,cass,2,2019-04-30,X043
Pink Floyd,The Wall,14.98,cass,2,2019-09-18,X041
Aerosmith,Toys in the Attic,7.98,lp,5,2019-09-18,X041
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-09-18,X041
AC/DC,Back in Black,8.98,lp,2,2019-09-18,X041
Heart,Dreamboat Annie,7.98,cass,8,2019-09-18,X041
Pink Floyd,The Wall,14.98,lp,4,2019-09-18,X041
Pink Floyd,The Wall,14.98,cass,7,2019-11-15,X032
Aerosmith,Toys in the Attic,7.98,cass,4,2019-11-15,X032
Pink Floyd,The Wall,14.98,cass,5,2019-11-15,X032
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-11-15,X032
Queen,Night at the Opera,7.98,lp,6,2019-11-15,X032
Heart,Dreamboat Annie,7.98,cass,5,2019-11-15,X032
AC/DC,Back in Black,8.98,cass,6,2019-11-15,X032
Heart,Dreamboat Annie,7.98,cass,5,2019-11-15,X032
Aerosmith,Toys in the Attic,7.98,cass,3,2019-04-13,X018
Journey,Escape,8.98,lp,4,2019-04-13,X018
Journey,Escape,8.98,lp,5,2019-05-18,X014
Pink Floyd,The Wall,14.98,lp,3,2019-05-18,X014
Fleetwood Mac,Rumours,8.98,cass,4,2019-05-18,X014
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-09-24,X023
Van Halen,1984,9.98,cass,5,2019-11-27,X020
ZZ Top,Eliminator,9.98,cass,2,2019-11-27,X020
ZZ Top,Eliminator,9.98,lp,2,2019-11-27,X020
Aerosmith,Toys in the Attic,7.98,cass,4,2019-11-27,X020
Led Zeppelin,IV (untitled),7.98,lp,1,2019-11-27,X020
Steve Miller Band,Fly Like an Eagle,8.98,lp,7,2019-11-27,X020
Journey,Escape,8.98,cass,6,2019-01-06,X023
Foreigner,4,8.98,cass,2,2019-01-06,X023
Foreigner,4,8.98,cass,5,2019-01-06,X023
Van Halen,1984,9.98,cass,2,2019-04-17,X037
Fleetwood Mac,Rumours,8.98,lp,2,2019-04-17,X037
Aerosmith,Toys in the Attic,7.98,cass,5,2019-04-17,X037
Aerosmith,Toys in the Attic,7.98,lp,6,2019-04-17,X037
Queen,Night at the Opera,7.98,lp,6,2019-04-17,X037
The Doors,The Doors,7.98,lp,5,2019-04-17,X037
Led Zeppelin,IV (untitled),7.98,cass,3,2019-10-10,X027
Steve Miller Band,Fly Like an Eagle,8.98,cass,5,2019-10-10,X027
Aerosmith,Toys in the Attic,7.98,lp,5,2019-10-10,X027
AC/DC,Back in Black,8.98,lp,2,2019-10-10,X027
Def Leppard,Hysteria,9.98,cass,5,2019-10-10,X027
Fleetwood Mac,Rumours,8.98,lp,2,2019-10-10,X027
Journey,Escape,8.98,cass,8,2019-10-10,X027
Pink Floyd,The Wall,14.98,cass,10,2019-10-10,X027
Led Zeppelin,IV (untitled),7.98,cass,5,2019-10-10,X027
Led Zeppelin,IV (untitled),7.98,cass,4,2019-09-20,X035
The Cars,The Cars,8.98,lp,2,2019-09-20,X035
Van Halen,1984,9.98,cass,2,2019-09-20,X035
Led Zeppelin,IV (untitled),7.98,lp,4,2019-09-20,X035
ZZ Top,Eliminator,9.98,cass,3,2019-09-20,X035
Queen,Night at the Opera,7.98,cass,1,2019-09-20,X035
Boston,Boston,8.98,lp,4,2019-05-07,X042
Queen,Night at the Opera,7.98,cass,4,2019-05-07,X042
The Cars,The Cars,8.98,cass,5,2019-05-07,X042
Eagles,Hotel California,8.98,lp,2,2019-05-07,X042
The Cars,The Cars,8.98,lp,5,2019-05-07,X042
The Beatles,Abbey Road,7.98,cass,9,2019-05-07,X042
ZZ Top,Eliminator,9.98,lp,1,2019-11-14,X027
Van Halen,1984,9.98,lp,5,2019-11-14,X027
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-11-14,X027
Led Zeppelin,IV (untitled),7.98,cass,6,2019-11-14,X027
Boston,Boston,8.98,lp,6,2019-11-14,X027
Rush,Moving Pictures,8.98,cass,2,2019-11-15,X029
Boston,Boston,8.98,lp,3,2019-11-15,X029
The Beatles,Abbey Road,7.98,cass,2,2019-11-15,X029
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-11-15,X029
Aerosmith,Toys in the Attic,7.98,lp,5,2019-11-15,X029
Pink Floyd,The Wall,14.98,lp,7,2019-11-15,X029
Van Halen,1984,9.98,lp,4,2019-11-15,X029
Heart,Dreamboat Annie,7.98,cass,5,2019-11-15,X029
Led Zeppelin,IV (untitled),7.98,lp,8,2019-08-25,X011
Eagles,Hotel California,8.98,cass,4,2019-08-25,X011
ZZ Top,Eliminator,9.98,lp,3,2019-08-25,X011
Aerosmith,Toys in the Attic,7.98,cass,4,2019-08-26,X033
The Who,Who's Next,7.98,cass,4,2019-08-26,X033
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,8,2019-08-26,X033
AC/DC,Back in Black,8.98,lp,3,2019-08-26,X033
Journey,Escape,8.98,lp,3,2019-10-02,X040
Boston,Boston,8.98,cass,3,2019-10-02,X040
Eagles,Hotel California,8.98,lp,3,2019-10-02,X040
Led Zeppelin,IV (untitled),7.98,cass,4,2019-10-02,X040
Led Zeppelin,IV (untitled),7.98,lp,5,2019-02-18,X027
Journey,Escape,8.98,lp,4,2019-02-18,X027
Van Halen,1984,9.98,cass,4,2019-02-18,X027
U2,War,9.98,cass,4,2019-02-18,X027
Aerosmith,Toys in the Attic,7.98,cass,3,2019-02-18,X027
The Who,Who's Next,7.98,cass,3,2019-02-18,X027
Boston,Boston,8.98,lp,4,2019-10-06,X027
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-10-06,X027
Van Halen,1984,9.98,lp,4,2019-10-06,X027
Led Zeppelin,IV (untitled),7.98,lp,1,2019-10-06,X027
Journey,Escape,8.98,cass,5,2019-10-06,X027
Def Leppard,Hysteria,9.98,cass,4,2019-10-06,X027
Led Zeppelin,IV (untitled),7.98,cass,2,2019-10-06,X027
Led Zeppelin,IV (untitled),7.98,lp,2,2019-03-13,X045
The Doors,The Doors,7.98,cass,5,2019-03-13,X045
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-03-13,X045
Led Zeppelin,IV (untitled),7.98,cass,4,2019-03-13,X045
The Who,Who's Next,7.98,lp,4,2019-07-08,X030
Aerosmith,Toys in the Attic,7.98,cass,3,2019-07-08,X030
Van Halen,1984,9.98,cass,3,2019-07-08,X030
Foreigner,4,8.98,cass,2,2019-07-08,X030
ZZ Top,Eliminator,9.98,cass,6,2019-07-08,X030
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-08,X030
Fleetwood Mac,Rumours,8.98,cass,4,2019-07-08,X030
The Beatles,Abbey Road,7.98,cass,6,2019-02-17,X025
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,6,2019-02-17,X025
Queen,Night at the Opera,7.98,cass,7,2019-02-17,X025
Van Halen,1984,9.98,cass,4,2019-02-17,X025
Pink Floyd,The Wall,14.98,cass,1,2019-10-04,X011
Queen,Night at the Opera,7.98,cass,1,2019-10-04,X011
ZZ Top,Eliminator,9.98,cass,3,2019-10-04,X011
Journey,Escape,8.98,cass,6,2019-10-04,X011
Eagles,Hotel California,8.98,cass,6,2019-10-04,X011
The Cars,The Cars,8.98,cass,3,2019-10-04,X011
U2,War,9.98,cass,4,2019-10-04,X011
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-10-04,X011
Foreigner,4,8.98,lp,8,2019-10-04,X011
Heart,Dreamboat Annie,7.98,cass,6,2019-10-04,X011
Led Zeppelin,IV (untitled),7.98,cass,1,2019-02-22,X041
Aerosmith,Toys in the Attic,7.98,cass,4,2019-02-22,X041
AC/DC,Back in Black,8.98,cass,6,2019-02-22,X041
Led Zeppelin,IV (untitled),7.98,cass,5,2019-02-22,X041
Fleetwood Mac,Rumours,8.98,cass,5,2019-02-22,X041
The Cars,The Cars,8.98,cass,9,2019-05-30,X032
Boston,Boston,8.98,cass,3,2019-05-30,X032
The Cars,The Cars,8.98,cass,4,2019-05-30,X032
Led Zeppelin,IV (untitled),7.98,cass,4,2019-05-30,X032
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-05-30,X032
Led Zeppelin,IV (untitled),7.98,cass,3,2019-05-30,X032
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-05-30,X032
The Who,Who's Next,7.98,lp,8,2019-03-09,X036
Queen,Night at the Opera,7.98,cass,6,2019-03-09,X036
Led Zeppelin,IV (untitled),7.98,lp,4,2019-03-09,X036
Led Zeppelin,IV (untitled),7.98,cass,3,2019-03-09,X036
Aerosmith,Toys in the Attic,7.98,lp,4,2019-03-09,X036
Aerosmith,Toys in the Attic,7.98,cass,4,2019-09-20,X040
Pink Floyd,The Wall,14.98,cass,5,2019-09-20,X040
Van Halen,1984,9.98,cass,2,2019-05-14,X018
Led Zeppelin,IV (untitled),7.98,cass,1,2019-05-14,X018
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-05-14,X018
Led Zeppelin,IV (untitled),7.98,cass,7,2019-08-10,X033
Queen,Night at the Opera,7.98,cass,5,2019-08-10,X033
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-08-10,X033
Pink Floyd,The Wall,14.98,lp,1,2019-08-10,X033
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-07-30,X038
Queen,Night at the Opera,7.98,cass,4,2019-07-30,X038
Lynyrd Skynyrd,Second Helping,7.98,lp,4,2019-07-30,X038
Steve Miller Band,Fly Like an Eagle,8.98,cass,7,2019-07-30,X038
Eagles,Hotel California,8.98,lp,2,2019-07-30,X038
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-07-30,X038
Def Leppard,Hysteria,9.98,lp,3,2019-10-12,X027
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-10-12,X027
Journey,Escape,8.98,cass,6,2019-10-12,X027
Foreigner,4,8.98,cass,2,2019-10-12,X027
Van Halen,1984,9.98,lp,4,2019-10-28,X035
Aerosmith,Toys in the Attic,7.98,lp,4,2019-10-28,X035
U2,War,9.98,cass,9,2019-10-28,X035
AC/DC,Back in Black,8.98,cass,4,2019-10-28,X035
Foreigner,4,8.98,cass,6,2019-10-28,X035
Steve Miller Band,Fly Like an Eagle,8.98,cass,5,2019-01-22,X032
ZZ Top,Eliminator,9.98,cass,3,2019-01-22,X032
The Beatles,Abbey Road,7.98,cass,5,2019-01-22,X032
Heart,Dreamboat Annie,7.98,lp,3,2019-01-22,X032
U2,War,9.98,lp,1,2019-01-22,X032
The Cars,The Cars,8.98,cass,9,2019-09-18,X018
Foreigner,4,8.98,lp,5,2019-09-18,X018
U2,War,9.98,lp,8,2019-09-18,X018
Foreigner,4,8.98,cass,3,2019-09-18,X018
Bad Company,Bad Company,7.98,cass,5,2019-10-31,X042
Rush,Moving Pictures,8.98,cass,8,2019-10-31,X042
Bad Company,Bad Company,7.98,lp,4,2019-10-31,X042
Led Zeppelin,IV (untitled),7.98,cass,3,2019-10-31,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,7,2019-10-31,X042
Heart,Dreamboat Annie,7.98,cass,3,2019-10-31,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-10-31,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-10-31,X042
ZZ Top,Eliminator,9.98,cass,4,2019-09-25,X025
The Doors,The Doors,7.98,cass,5,2019-09-25,X025
The Cars,The Cars,8.98,lp,3,2019-09-25,X025
Rush,Moving Pictures,8.98,cass,4,2019-09-25,X025
Van Halen,1984,9.98,cass,7,2019-09-25,X025
Eagles,Hotel California,8.98,lp,5,2019-09-25,X025
AC/DC,Back in Black,8.98,lp,3,2019-01-04,X040
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-08-08,X006
Led Zeppelin,IV (untitled),7.98,cass,6,2019-05-21,X006
Lynyrd Skynyrd,Second Helping,7.98,lp,10,2019-05-21,X006
Led Zeppelin,IV (untitled),7.98,cass,2,2019-05-21,X006
Van Halen,1984,9.98,cass,4,2019-05-21,X006
The Beatles,Abbey Road,7.98,cass,3,2019-05-21,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-05-21,X006
Van Halen,1984,9.98,cass,3,2019-05-21,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-05-21,X006
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-06-25,X027
Eagles,Hotel California,8.98,cass,2,2019-06-25,X027
U2,War,9.98,cass,4,2019-06-25,X027
Eagles,Hotel California,8.98,cass,4,2019-06-25,X027
Pink Floyd,The Wall,14.98,cass,1,2019-06-25,X027
ZZ Top,Eliminator,9.98,lp,6,2019-06-25,X027
Fleetwood Mac,Rumours,8.98,cass,2,2019-06-25,X027
AC/DC,Back in Black,8.98,cass,4,2019-08-02,X013
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-08-02,X013
Boston,Boston,8.98,cass,3,2019-08-02,X013
Fleetwood Mac,Rumours,8.98,cass,7,2019-08-02,X013
Boston,Boston,8.98,cass,6,2019-08-02,X013
Eagles,Hotel California,8.98,lp,5,2019-08-02,X013
Pink Floyd,The Wall,14.98,cass,3,2019-08-19,X008
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-08-19,X008
The Who,Who's Next,7.98,cass,4,2019-08-19,X008
The Beatles,Abbey Road,7.98,cass,4,2019-08-19,X008
ZZ Top,Eliminator,9.98,cass,2,2019-08-19,X008
The Beatles,Abbey Road,7.98,cass,3,2019-08-19,X008
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-08-19,X008
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-08-19,X008
The Beatles,Abbey Road,7.98,cass,6,2019-07-19,X022
The Who,Who's Next,7.98,lp,4,2019-07-19,X022
AC/DC,Back in Black,8.98,cass,6,2019-06-16,X014
Pink Floyd,The Wall,14.98,lp,6,2019-06-16,X014
ZZ Top,Eliminator,9.98,cass,6,2019-06-16,X014
The Doors,The Doors,7.98,cass,4,2019-06-16,X014
The Cars,The Cars,8.98,lp,5,2019-06-16,X014
Queen,Night at the Opera,7.98,cass,3,2019-06-16,X014
Led Zeppelin,IV (untitled),7.98,cass,5,2019-06-16,X014
U2,War,9.98,cass,6,2019-07-26,X014
Queen,Night at the Opera,7.98,cass,5,2019-07-26,X014
Bad Company,Bad Company,7.98,lp,6,2019-07-26,X014
Steve Miller Band,Fly Like an Eagle,8.98,cass,2,2019-07-26,X014
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,7,2019-07-26,X014
Led Zeppelin,IV (untitled),7.98,cass,2,2019-12-09,X044
The Beatles,Abbey Road,7.98,cass,4,2019-12-09,X044
The Cars,The Cars,8.98,cass,3,2019-12-09,X044
Led Zeppelin,IV (untitled),7.98,cass,6,2019-12-09,X044
Eagles,Hotel California,8.98,cass,5,2019-12-09,X044
Aerosmith,Toys in the Attic,7.98,cass,4,2019-12-09,X044
Aerosmith,Toys in the Attic,7.98,cass,9,2019-12-09,X044
Journey,Escape,8.98,lp,3,2019-08-26,X030
Aerosmith,Toys in the Attic,7.98,cass,3,2019-08-26,X030
The Cars,The Cars,8.98,cass,1,2019-08-26,X030
The Beatles,Abbey Road,7.98,lp,1,2019-08-26,X030
Van Halen,1984,9.98,cass,3,2019-08-26,X030
The Who,Who's Next,7.98,cass,5,2019-08-26,X030
Led Zeppelin,IV (untitled),7.98,cass,5,2019-08-26,X030
Pink Floyd,The Wall,14.98,lp,5,2019-02-19,X006
Pink Floyd,The Wall,14.98,lp,7,2019-02-19,X006
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-12-26,X016
The Rolling Stones,Sticky Fingers,7.98,cass,9,2019-12-26,X016
Fleetwood Mac,Rumours,8.98,cass,3,2019-12-26,X016
The Who,Who's Next,7.98,cass,2,2019-12-26,X016
ZZ Top,Eliminator,9.98,lp,6,2019-05-20,X017
Bad Company,Bad Company,7.98,cass,1,2019-05-20,X017
Foreigner,4,8.98,cass,4,2019-05-20,X017
AC/DC,Back in Black,8.98,lp,5,2019-05-20,X017
Van Halen,1984,9.98,cass,4,2019-05-20,X017
The Who,Who's Next,7.98,cass,4,2019-06-16,X030
Heart,Dreamboat Annie,7.98,cass,1,2019-06-16,X030
ZZ Top,Eliminator,9.98,cass,8,2019-06-16,X030
Lynyrd Skynyrd,Second Helping,7.98,cass,3,2019-06-16,X030
The Beatles,Abbey Road,7.98,cass,5,2019-08-13,X027
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-08-13,X027
Aerosmith,Toys in the Attic,7.98,cass,4,2019-09-29,X032
Heart,Dreamboat Annie,7.98,cass,7,2019-09-29,X032
Def Leppard,Hysteria,9.98,lp,3,2019-09-29,X032
Van Halen,1984,9.98,lp,5,2019-09-29,X032
Van Halen,1984,9.98,lp,4,2019-09-29,X032
The Who,Who's Next,7.98,cass,8,2019-09-29,X032
Rush,Moving Pictures,8.98,cass,5,2019-09-29,X032
AC/DC,Back in Black,8.98,cass,5,2019-02-25,X008
ZZ Top,Eliminator,9.98,cass,2,2019-02-25,X008
Bad Company,Bad Company,7.98,lp,5,2019-02-25,X008
Foreigner,4,8.98,lp,2,2019-02-25,X008
Led Zeppelin,IV (untitled),7.98,cass,7,2019-02-25,X008
Boston,Boston,8.98,cass,7,2019-02-25,X008
Journey,Escape,8.98,cass,4,2019-06-27,X013
Steve Miller Band,Fly Like an Eagle,8.98,lp,5,2019-06-27,X013
Van Halen,1984,9.98,lp,2,2019-06-27,X013
Heart,Dreamboat Annie,7.98,lp,0,2019-06-27,X013
Foreigner,4,8.98,cass,10,2019-06-27,X013
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,7,2019-06-27,X013
Boston,Boston,8.98,lp,5,2019-11-09,X035
Van Halen,1984,9.98,cass,3,2019-11-09,X035
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-11-09,X035
The Cars,The Cars,8.98,cass,5,2019-11-09,X035
Pink Floyd,The Wall,14.98,cass,4,2019-05-20,X004
Heart,Dreamboat Annie,7.98,cass,6,2019-05-20,X004
The Who,Who's Next,7.98,cass,5,2019-05-20,X004
Aerosmith,Toys in the Attic,7.98,cass,3,2019-05-20,X004
Rush,Moving Pictures,8.98,cass,5,2019-05-20,X004
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-11-12,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-11-12,X042
ZZ Top,Eliminator,9.98,lp,4,2019-11-12,X042
Foreigner,4,8.98,cass,6,2019-11-12,X042
Van Halen,1984,9.98,cass,4,2019-07-10,X027
Eagles,Hotel California,8.98,cass,4,2019-07-10,X027
Van Halen,1984,9.98,cass,3,2019-05-08,X041
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-11-27,X012
Led Zeppelin,IV (untitled),7.98,cass,1,2019-11-27,X012
Led Zeppelin,IV (untitled),7.98,lp,4,2019-11-27,X012
ZZ Top,Eliminator,9.98,cass,5,2019-11-27,X012
Rush,Moving Pictures,8.98,cass,4,2019-11-27,X012
Fleetwood Mac,Rumours,8.98,lp,3,2019-11-27,X012
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-11-27,X012
Fleetwood Mac,Rumours,8.98,cass,5,2019-11-27,X012
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-11-26,X039
Led Zeppelin,IV (untitled),7.98,lp,4,2019-11-26,X039
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-11-26,X039
ZZ Top,Eliminator,9.98,cass,8,2019-11-26,X039
Pink Floyd,The Wall,14.98,cass,3,2019-11-26,X039
Led Zeppelin,IV (untitled),7.98,lp,4,2019-11-26,X039
Pink Floyd,The Wall,14.98,cass,3,2019-03-31,X032
Journey,Escape,8.98,cass,8,2019-03-31,X032
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-03-31,X032
Eagles,Hotel California,8.98,lp,5,2019-03-31,X032
Fleetwood Mac,Rumours,8.98,cass,2,2019-03-31,X032
ZZ Top,Eliminator,9.98,cass,5,2019-03-31,X032
Def Leppard,Hysteria,9.98,cass,9,2019-08-30,X004
AC/DC,Back in Black,8.98,cass,6,2019-08-30,X004
Led Zeppelin,IV (untitled),7.98,cass,5,2019-08-30,X004
Van Halen,1984,9.98,cass,5,2019-08-30,X004
ZZ Top,Eliminator,9.98,lp,5,2019-08-30,X004
Led Zeppelin,IV (untitled),7.98,cass,3,2019-06-29,X025
The Beatles,Abbey Road,7.98,cass,5,2019-06-29,X025
The Rolling Stones,Sticky Fingers,7.98,lp,5,2019-06-29,X025
Pink Floyd,The Wall,14.98,lp,3,2019-06-23,X044
Def Leppard,Hysteria,9.98,cass,5,2019-06-23,X044
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-06-23,X044
Fleetwood Mac,Rumours,8.98,lp,2,2019-06-23,X044
Def Leppard,Hysteria,9.98,lp,8,2019-11-14,X013
The Doors,The Doors,7.98,lp,5,2019-11-14,X013
Led Zeppelin,IV (untitled),7.98,cass,10,2019-11-14,X013
Bad Company,Bad Company,7.98,cass,3,2019-11-14,X013
The Who,Who's Next,7.98,lp,6,2019-11-14,X013
Heart,Dreamboat Annie,7.98,cass,3,2019-09-04,X010
ZZ Top,Eliminator,9.98,lp,6,2019-09-04,X010
AC/DC,Back in Black,8.98,cass,3,2019-12-29,X040
Led Zeppelin,IV (untitled),7.98,lp,1,2019-12-29,X040
Van Halen,1984,9.98,cass,3,2019-12-29,X040
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-12-29,X040
Journey,Escape,8.98,lp,2,2019-06-09,X003
Led Zeppelin,IV (untitled),7.98,cass,1,2019-06-09,X003
Queen,Night at the Opera,7.98,cass,6,2019-06-09,X003
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-06-09,X003
Led Zeppelin,IV (untitled),7.98,cass,2,2019-06-30,X045
Rush,Moving Pictures,8.98,cass,7,2019-06-30,X045
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-06-30,X045
Aerosmith,Toys in the Attic,7.98,cass,2,2019-06-30,X045
Heart,Dreamboat Annie,7.98,cass,3,2019-06-30,X045
AC/DC,Back in Black,8.98,lp,5,2019-06-30,X045
Van Halen,1984,9.98,cass,3,2019-06-07,X017
Fleetwood Mac,Rumours,8.98,cass,7,2019-06-07,X017
Def Leppard,Hysteria,9.98,lp,2,2019-06-07,X017
Journey,Escape,8.98,lp,3,2019-12-06,X013
The Doors,The Doors,7.98,lp,2,2019-05-04,X016
Eagles,Hotel California,8.98,lp,3,2019-05-04,X016
The Who,Who's Next,7.98,cass,3,2019-05-04,X016
Boston,Boston,8.98,cass,6,2019-05-04,X016
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-01-16,X032
Journey,Escape,8.98,cass,2,2019-01-16,X032
AC/DC,Back in Black,8.98,cass,8,2019-01-16,X032
